Country,Continent,Population,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious_Critical,Cases_per_1M,Deaths_per_1M,TotalTests,Tests_per_1M,WHO Region,iso_alpha,Mortality_Rate,Recovery_Rate,Active_Case_Rate,Calculated_Cases_per_1M,Calculated_Deaths_per_1M,Calculated_Tests_per_1M,Case_Burden_Score,Death_Burden_Score,Active_Burden_Score,COVID_Impact_Score,Impact_Category
USA,North America,331198130.0,5032179,162804.0,2576668.0,2292707.0,18296.0,15194.0,492.0,63139605.0,190640.0,Americas,USA,3.2352585231964124,51.203822439543586,45.56091903726,15193.862960518527,491.56074643295847,190639.98036462342,96.15384615384616,95.18716577540107,80.97560975609757,90.77,Critical
Brazil,South America,212710692.0,2917562,98644.0,2047660.0,771258.0,8318.0,13716.0,464.0,13206188.0,62085.0,Americas,BRA,3.3810421166713853,70.18394124957756,26.435016633751058,13716.104125127853,463.7472572370739,62085.210084314895,94.71153846153845,94.11764705882352,58.048780487804876,82.29,Critical
India,Asia,1381344997.0,2025409,41638.0,1377384.0,606387.0,8944.0,1466.0,30.0,22149351.0,16035.0,South-EastAsia,IND,2.0557823135969078,68.005227586132,29.938990100271106,1466.2586134519443,30.143085246936323,16034.626431560457,56.25,51.87165775401069,66.82926829268293,58.32,High
Russia,Europe,145940924.0,871894,14606.0,676357.0,180931.0,2300.0,5974.0,100.0,29716907.0,203623.0,Europe,RUS,1.675203637139377,77.5733059293905,20.751490433470124,5974.294091765514,100.08159191865882,203622.85084614102,85.57692307692307,75.40106951871658,50.73170731707317,70.57,High
South Africa,Africa,59381566.0,538184,9604.0,387316.0,141264.0,539.0,9063.0,162.0,3149807.0,53044.0,Africa,ZAF,1.784519792487328,71.96720824104767,26.248271966465005,9063.149328193871,161.7336935843019,53043.51522154199,91.82692307692307,82.88770053475936,57.073170731707314,77.26,Critical
Mexico,North America,129066160.0,462690,50517.0,308848.0,103325.0,3987.0,3585.0,391.0,1056915.0,8189.0,Americas,MEX,10.918109317253451,66.75052410901468,22.331366573731874,3584.9056019021564,391.4039125360203,8188.939687986379,73.5576923076923,93.58288770053476,53.170731707317074,73.44,High
Peru,South America,33016319.0,455409,20424.0,310337.0,124648.0,1426.0,13793.0,619.0,2493429.0,75521.0,Americas,PER,4.484759853230832,68.14467873933103,27.37056140743815,13793.451656436928,618.6031822626865,75521.1082131839,95.1923076923077,97.86096256684492,60.97560975609756,84.68,Critical
Chile,South America,19132514.0,366671,9889.0,340168.0,16614.0,1358.0,19165.0,517.0,1760615.0,92022.0,Americas,CHL,2.69696812674032,92.77199451279212,4.5310373604675585,19164.81022828469,516.8688234071069,92022.14617483097,98.07692307692307,95.72192513368985,15.121951219512194,69.64,High
Colombia,South America,50936262.0,357710,11939.0,192355.0,153416.0,1493.0,7023.0,234.0,1801835.0,35374.0,Americas,COL,3.3376198596628557,53.774006877079195,42.88837326325795,7022.698289089215,234.3909727808452,35374.30760034963,87.5,87.16577540106952,76.58536585365854,83.75,Critical
Spain,Europe,46756648.0,354530,28500.0,,,617.0,7582.0,610.0,7064329.0,151087.0,Europe,ESP,8.038811948213127,,,7582.451162880623,609.5389900490728,151087.15663278513,89.42307692307693,97.32620320855615,,,Insufficient Data
Iran,Asia,84097623.0,320117,17976.0,277463.0,24678.0,4156.0,3806.0,214.0,2612763.0,31068.0,EasternMediterranean,IRN,5.615446852244648,86.67549677149292,7.709056376262429,3806.492842253104,213.75158249121975,31068.21461529299,75.0,85.56149732620321,25.853658536585368,62.14,High
UK,Europe,67922029.0,308134,46413.0,,,73.0,4537.0,683.0,17515234.0,257873.0,Europe,UKR,15.06260263391901,,,4536.584147096078,683.3276432304459,257872.65571822066,78.36538461538461,98.93048128342245,,,Insufficient Data
Saudi Arabia,Asia,34865919.0,284226,3055.0,247089.0,34082.0,1915.0,8152.0,88.0,3635705.0,104277.0,EasternMediterranean,SAU,1.0748488878568463,86.93398914947964,11.991161962663515,8151.972130721694,87.62138178546219,104276.75805705853,90.38461538461539,72.72727272727273,36.58536585365854,66.57,High
Pakistan,Asia,221295851.0,281863,6035.0,256058.0,19770.0,809.0,1274.0,27.0,2058872.0,9304.0,EasternMediterranean,PAK,2.1411111071690856,90.84484306205496,7.014045830775944,1273.693106880707,27.271184582669832,9303.708093469859,52.88461538461539,48.663101604278076,24.878048780487806,42.14,Moderate
Bangladesh,Asia,164851401.0,249651,3306.0,143824.0,102521.0,,1514.0,20.0,1225124.0,7432.0,South-EastAsia,BGD,1.3242486511169593,57.61002359293573,41.0657277559473,1514.4002324857402,20.05442465120451,7431.686916631057,56.730769230769226,44.919786096256686,74.14634146341463,58.6,High
Italy,Europe,60452568.0,249204,35187.0,201323.0,12694.0,42.0,4122.0,582.0,7099713.0,117443.0,Europe,ITA,14.119757307266337,80.78642397393301,5.093818718800661,4122.306268279621,582.0596405433099,117442.70317846547,76.92307692307693,96.79144385026738,19.024390243902438,64.25,High
Turkey,Asia,84428331.0,237265,5798.0,220546.0,10921.0,580.0,2810.0,69.0,5081802.0,60191.0,Europe,TUR,2.443681116051672,92.95344867553158,4.602870208416749,2810.2533496723986,68.67363041915397,60190.71962940971,65.38461538461539,70.05347593582889,16.097560975609756,50.51,High
Argentina,South America,45236884.0,228195,4251.0,99852.0,124092.0,1150.0,5044.0,94.0,794544.0,17564.0,Americas,ARG,1.8628804312101492,43.75731282455794,54.37980674423191,5044.445590018976,93.97198975950687,17564.074483998498,79.8076923076923,73.79679144385027,87.3170731707317,80.31,Critical
Germany,Europe,83811260.0,215210,9252.0,196200.0,9758.0,236.0,2568.0,110.0,8586648.0,102452.0,Europe,DEU,4.299056735281818,91.16676734352492,4.534175921193253,2567.79339673452,110.39089497043715,102452.20033680438,63.942307692307686,77.54010695187165,15.609756097560975,52.36,High
France,Europe,65288306.0,195633,30312.0,82460.0,82861.0,384.0,2996.0,464.0,3992206.0,61147.0,Europe,FRA,15.494318443207433,42.150352956811986,42.355328599980574,2996.4477865301023,464.2791620294146,61147.33624732123,66.34615384615384,94.6524064171123,76.09756097560975,79.03,Critical
Iraq,Asia,40306025.0,140603,5161.0,101025.0,34417.0,517.0,3488.0,128.0,1092741.0,27111.0,EasternMediterranean,IRQ,3.6706186923465363,71.85124072743825,24.478140580215214,3488.3866617956,128.04537286919262,27111.108078754976,72.11538461538461,79.67914438502673,55.60975609756098,69.13,High
Philippines,Asia,109722719.0,119460,2150.0,66837.0,50473.0,239.0,1089.0,20.0,1669996.0,15220.0,WesternPacific,PHL,1.7997656119203083,55.94927172275238,42.25096266532731,1088.7444376948042,19.59484799132621,15220.147798196653,51.92307692307693,44.38502673796791,75.1219512195122,57.14,High
Indonesia,Asia,273808365.0,118753,5521.0,75645.0,37587.0,,434.0,20.0,1633156.0,5965.0,South-EastAsia,IDN,4.649145705792695,63.69944338248297,31.651410911724337,433.70844422521566,20.163737510356924,5964.5949823337205,31.73076923076923,45.98930481283423,68.78048780487805,48.83,Moderate
Canada,North America,37775022.0,118561,8966.0,103106.0,6489.0,2263.0,3139.0,237.0,4319172.0,114339.0,Americas,CAN,7.562351869501775,86.96451615624025,5.473131974257977,3138.60836401366,237.35260829232607,114339.36424974153,68.75,87.70053475935828,19.51219512195122,58.65,High
Qatar,Asia,2807805.0,112092,178.0,108831.0,3083.0,77.0,39922.0,63.0,511000.0,181993.0,EasternMediterranean,QAT,0.15879813010741178,97.09078257145916,2.75041929843343,39921.57575045276,63.39471580113291,181992.6953616793,100.0,68.44919786096256,8.292682926829269,58.91,High
Kazakhstan,Asia,18798667.0,95942,1058.0,68871.0,26013.0,221.0,5104.0,56.0,2163713.0,115099.0,Europe,KAZ,1.1027495778699632,71.78399449667508,27.11325592545496,5103.659743533943,56.2805862777398,115099.2780498745,80.28846153846155,63.63636363636363,60.0,67.97,High
Egypt,Africa,102516525.0,95006,4951.0,48898.0,41157.0,41.0,927.0,48.0,135000.0,1317.0,EasternMediterranean,EGY,5.211249815801107,51.46832831610635,43.32042186809254,926.738396565822,48.29465298399454,1316.8608670650904,48.07692307692308,61.49732620320856,77.07317073170732,62.22,High
Ecuador,South America,17668824.0,90537,5877.0,71318.0,13342.0,378.0,5124.0,333.0,258582.0,14635.0,Americas,ECU,6.4912687630471515,78.7722146746634,14.73651656228945,5124.110127533106,332.61976009269205,14634.929862904288,81.25,90.9090909090909,40.487804878048784,70.88,High
Bolivia,South America,11688459.0,86423,3465.0,27373.0,55585.0,71.0,7394.0,296.0,183583.0,15706.0,Americas,BOL,4.00934936301679,31.673281418141002,64.3173692188422,7393.874590311691,296.446263788922,15706.347603221264,88.9423076923077,90.37433155080214,94.14634146341463,91.15,Critical
Sweden,Europe,10105596.0,81967,5766.0,,,38.0,8111.0,571.0,863315.0,85429.0,Europe,SWE,7.034538289799554,,,8111.0505506058225,570.5749566873641,85429.39971081368,89.90384615384616,96.2566844919786,,,Insufficient Data
Oman,Asia,5118446.0,80713,492.0,70910.0,9311.0,177.0,15769.0,96.0,309212.0,60411.0,EasternMediterranean,OMN,0.6095672320444043,87.85449679729412,11.535935970661479,15769.043963734304,96.12292480960042,60411.304524849926,96.63461538461539,74.8663101604278,35.12195121951219,68.87,High
Israel,Asia,9197590.0,79559,576.0,53427.0,25556.0,358.0,8650.0,63.0,1872453.0,203581.0,Europe,ISR,0.7239910003896479,67.1539360726002,32.122072927010144,8649.983310845557,62.62510070572835,203580.829325943,91.34615384615384,67.37967914438502,69.7560975609756,76.16,Critical
Ukraine,Europe,43705858.0,76808,1819.0,42524.0,32465.0,158.0,1757.0,42.0,1116641.0,25549.0,Europe,UKR,2.3682428913654827,55.36402458077284,42.26773252786168,1757.3845592963762,41.61913489949105,25549.000776966786,58.65384615384615,58.288770053475936,75.60975609756098,64.18,High
Dominican Republic,North America,10858648.0,76536,1246.0,40539.0,34751.0,317.0,7048.0,115.0,281926.0,25963.0,Americas,DOM,1.6279920560259225,52.96723110693007,45.404776837044004,7048.39129143886,114.74725030224758,25963.269092063765,87.98076923076923,78.07486631016043,80.0,82.02,Critical
Panama,North America,4321282.0,71418,1574.0,45658.0,24186.0,161.0,16527.0,364.0,240995.0,55769.0,Americas,PAN,2.203926181074799,63.930661737937214,33.86541208098799,16527.03989232825,364.2437591436986,55769.32956469863,97.59615384615384,92.51336898395722,70.73170731707317,86.95,Critical
Belgium,Europe,11594739.0,71158,9859.0,17661.0,43638.0,61.0,6137.0,850.0,1767120.0,152407.0,Europe,BEL,13.855083054610867,24.819415947609542,61.32550099777959,6137.093728457364,850.2994332170823,152407.05288838327,86.0576923076923,99.46524064171123,91.21951219512195,92.25,Critical
Kuwait,Asia,4276658.0,70045,469.0,61610.0,7966.0,127.0,16378.0,110.0,522200.0,122105.0,EasternMediterranean,KWT,0.6695695624241559,87.95774145192377,11.372688985652081,16378.443167538764,109.66507024877836,122104.69015759502,97.11538461538461,77.00534759358288,34.146341463414636,69.42,High
Belarus,Europe,9449001.0,68503,580.0,63756.0,4167.0,,7250.0,61.0,1344303.0,142269.0,Europe,BLR,0.8466782476679853,93.07037647986219,6.082945272469819,7249.761112312296,61.382150345840785,142269.3256144221,88.46153846153845,66.31016042780749,20.975609756097562,58.58,High
UAE,Asia,9902079.0,61845,354.0,55739.0,5752.0,,6246.0,36.0,5262658.0,531470.0,EasternMediterranean, ,0.57239873878244,90.1269302287978,9.300671032419759,6245.6581087668565,35.75006824324468,531470.0074600496,86.53846153846155,55.61497326203209,27.80487804878049,56.65,High
